ID,Name,Description,CLTS_BIPA,CLTS_Name,LAPSYD_Features
ndw_u006Eu0064u02B7,ndʷ,pulmonic stop prenasalized voiced labialized alveolar,ⁿdʷ,pre-nasalized labialized voiced alveolar stop consonant,pulmonic stop prenasalized voiced labialized alveolar
ndz_u006Eu0320u0064u0320u0291,n̠d̠ʑ,pulmonic affricate sibilant prenasalized voiced palatalized palato-alveolar retracted,ⁿdʑ,pre-nasalized voiced alveolo-palatal sibilant affricate consonant,pulmonic affricate sibilant prenasalized voiced palatalized palato-alveolar retracted
o_u006Fu02D0,oː,long unspecified mid back rounded,oː,long rounded close-mid back vowel,long unspecified mid back rounded
o_u006Fu0303u0259u0303,õə̃,diphtong higher mid central back unrounded rounded fronting unrounding nasalizing,õə̃,from nasalized rounded close-mid back to nasalized unrounded mid central diphthong,diphtong higher mid central back unrounded rounded fronting unrounding nasalizing
u_u0075u0330u0303u0259u0330u0303,ṵ̃ə̰̃,laryngealized diphtong high higher mid central back unrounded rounded lowering fronting unrounding nasalizing,ṵ̃ə̰̃,from nasalized creaky rounded close back to nasalized creaky unrounded mid central diphthong,laryngealized diphtong high higher mid central back unrounded rounded lowering fronting unrounding nasalizing
nt_u0273u0288,ɳʈ,pulmonic stop prenasalized voiceless retroflex,ⁿʈ,pre-nasalized voiceless retroflex stop consonant,pulmonic stop prenasalized voiceless retroflex
a_u0252,ɒ,low back rounded,ɒ,rounded open back vowel,low back rounded
a_u0061u0324,a̤,breathy voiced low central unrounded,a̤,breathy unrounded open front vowel,breathy voiced low central unrounded
i_u0268u0306,ɨ̆,overshort high central unrounded,ɨ̆,ultra-short unrounded close central vowel,overshort high central unrounded
o_u0254u0303,ɔ̃,nasalized lower mid back rounded,ɔ̃,nasalized rounded open-mid back vowel,nasalized lower mid back rounded
a_u0061u0325,ḁ,voiceless low central unrounded,ḁ,devoiced unrounded open front vowel,voiceless low central unrounded
hkw_u02B0u006Bu02B7,ʰkʷ,pulmonic stop pre-aspirated voiceless labialized velar,ʰkʷ,pre-aspirated labialized voiceless velar stop consonant,pulmonic stop pre-aspirated voiceless labialized velar
o_u0259u0330u0303u006Fu0330u0303,ə̰̃õ̰,laryngealized diphtong higher mid central back unrounded rounded backing rounding nasalizing,ə̰̃õ̰,from nasalized creaky unrounded mid central to nasalized creaky rounded close-mid back diphthong,laryngealized diphtong higher mid central back unrounded rounded backing rounding nasalizing
j_u025Fu0324,ɟ̤,pulmonic stop voiced breathy voiced palatal,ɟʱ,breathy voiced palatal stop consonant,pulmonic stop voiced breathy voiced palatal
i_u0069u0325,i̥,voiceless high front unrounded,i̥,devoiced unrounded close front vowel,voiceless high front unrounded
ndz_u0272u0064u0320u0292,ɲd̠ʒ,pulmonic stop fricative sibilant prenasalized voiced alveolar palato-alveolar retracted,ⁿdʒ,pre-nasalized voiced post-alveolar affricate consonant,pulmonic stop fricative sibilant prenasalized voiced alveolar palato-alveolar retracted
kj_u006Bu02B2,kʲ,pulmonic stop voiceless palatalized velar,kʲ,palatalized voiceless velar stop consonant,pulmonic stop voiceless palatalized velar
nm_u006Eu0320u006D,n̠m,pulmonic nasal voiced bilabial palato-alveolar,nm,voiced alveolar-and-bilabial nasal consonant,pulmonic nasal voiced bilabial palato-alveolar
mbw_u006Du0062u02B7,mbʷ,pulmonic stop prenasalized voiced labialized bilabial,ⁿbʷ,pre-nasalized labialized voiced bilabial stop consonant,pulmonic stop prenasalized voiced labialized bilabial
i_u0069u0259,iə,diphtong high higher mid front central unrounded lowering backing,iə,from unrounded close front to unrounded mid central diphthong,diphtong high higher mid front central unrounded lowering backing
t_u0074u02E4,tˤ,pulmonic stop voiceless pharyngealized unspecified coronal place,tˤ,pharyngealized voiceless alveolar stop consonant,pulmonic stop voiceless pharyngealized unspecified coronal place
g_u0263,ɣ,pulmonic fricative voiced velar,ɣ,voiced velar fricative consonant,pulmonic fricative voiced velar
d_u0064,d,pulmonic stop voiced unspecified coronal place,d,voiced alveolar stop consonant,pulmonic stop voiced unspecified coronal place
n_u0272u02D0,ɲː,pulmonic nasal voiced long palatal,ɲː,long voiced palatal nasal consonant,pulmonic nasal voiced long palatal
w_u0270u0330,ɰ̰,pulmonic approximant voiced laryngealized velar,ɰ̰,creaky voiced velar approximant consonant,pulmonic approximant voiced laryngealized velar
e_u025Bu0303,ɛ̃,nasalized lower mid front unrounded,ɛ̃,nasalized unrounded open-mid front vowel,nasalized lower mid front unrounded
rg_u0072u02E0,rˠ,pulmonic trill voiced velarized alveolar,rˠ,velarized voiced alveolar trill consonant,pulmonic trill voiced velarized alveolar
tr_u0288u027D,ʈɽ,pulmonic stop tap/flap voiceless voiced retroflex,ʈʳ,with-trilled-release voiceless retroflex stop consonant,pulmonic stop tap/flap voiceless voiced retroflex
i_u0069u028C,iʌ,diphtong high lower mid front back unrounded lowering backing,iʌ,from unrounded close front to unrounded open-mid back diphthong,diphtong high lower mid front back unrounded lowering backing
i_u0268u02D0,ɨː,long high central unrounded,ɨː,long unrounded close central vowel,long high central unrounded
e_u025Bu0306,ɛ̆,overshort lower mid front unrounded,ɛ̆,ultra-short unrounded open-mid front vowel,overshort lower mid front unrounded
a_u0251u0330,ɑ̰,laryngealized low back unrounded,ɑ̰,creaky unrounded open back vowel,laryngealized low back unrounded
zj_u007Au02B2,zʲ,pulmonic fricative sibilant voiced palatalized alveolar,zʲ,palatalized voiced alveolar sibilant fricative consonant,pulmonic fricative sibilant voiced palatalized alveolar
z_u007A,z,pulmonic fricative sibilant voiced unspecified coronal place,z,voiced alveolar sibilant fricative consonant,pulmonic fricative sibilant voiced unspecified coronal place
a_u0061u0303,ã,nasalized low central unrounded,ã,nasalized unrounded open front vowel,nasalized low central unrounded
tj_u0074u02B2u02BC,tʲʼ,ejective stop palatalized alveolar,tʼʲ,palatalized voiceless alveolar ejective stop consonant,ejective stop palatalized alveolar
fw_u0066u02B7,fʷ,pulmonic fricative voiceless labialized labio-dental,fʷ,labialized voiceless labio-dental fricative consonant,pulmonic fricative voiceless labialized labio-dental
n_u006E,n,pulmonic nasal voiced unspecified coronal place,n,voiced alveolar nasal consonant,pulmonic nasal voiced unspecified coronal place
e_u025Cu0303,ɜ̃,nasalized lower mid central unrounded,ɜ̃,nasalized unrounded open-mid central vowel,nasalized lower mid central unrounded
_u028Cu0303,ʌ̃,nasalized lower mid back unrounded,ʌ̃,nasalized unrounded open-mid back vowel,nasalized lower mid back unrounded
gw_u0261u0330u02B7,ɡ̰ʷ,pulmonic stop voiced laryngealized labialized velar,g̰ʷ,labialized creaky voiced velar stop consonant,pulmonic stop voiced laryngealized labialized velar
u_u0289,ʉ,high central rounded,ʉ,rounded close central vowel,high central rounded
th_u0288u02B0,ʈʰ,pulmonic stop aspirated voiceless retroflex,ʈʰ,aspirated voiceless retroflex stop consonant,pulmonic stop aspirated voiceless retroflex
n_u006Eu0325,n̥,pulmonic nasal voiceless unspecified coronal place,n̥,devoiced voiced alveolar nasal consonant,pulmonic nasal voiceless unspecified coronal place
i_u0268u031Eu0303,ɨ̞̃,nasalized high lowered high central unrounded,ɨ̞̃,lowered nasalized unrounded close central vowel,nasalized high lowered high central unrounded
nqh_u0274u0071u02B0,ɴqʰ,pulmonic stop prenasalized aspirated voiceless uvular,ⁿqʰ,pre-nasalized aspirated voiceless uvular stop consonant,pulmonic stop prenasalized aspirated voiceless uvular
m_u006Du0325,m̥,pulmonic nasal voiceless bilabial,m̥,devoiced voiced bilabial nasal consonant,pulmonic nasal voiceless bilabial
au_u0061u0075,au,diphtong high low central back unrounded rounded rising backing rounding,au,from unrounded open front to rounded close back diphthong,diphtong high low central back unrounded rounded rising backing rounding
dz_u0064u0320u0324u0292u0324,d̠̤ʒ̤,pulmonic affricate sibilant voiced breathy voiced palato-alveolar retracted,dʒʱ,breathy voiced post-alveolar sibilant affricate consonant,pulmonic affricate sibilant voiced breathy voiced palato-alveolar retracted
